Query,Add Results,Google,Video Facet,Videos-Schooltv?,Kennisvenster?,'Samenvatting'?,Extra (top-down),Opmerkingen,Soort Query (select),Extra (multi),Onderwerp,Leeftijd,Resultaten DB,OK-100,Ranking Conclusie,Date,Bronnen DB,Created time,Bronnen DB 1,Bronnen: Thumbs up?,Bronnen: Toeg.
Kwal,Done,https://www.google.nl/search?q=Kwal&sca_esv=597840864&source=hp&ei=hXahZbbEK4O9i-gP5rWkyAc&iflsig=ANes7DEAAAAAZaGElTmln2R49ng3xWi0-5QRQZcFv53e&ved=0ahUKEwj2mofWr9iDAxWD3gIHHeYaCXkQ4dUDCAw&uact=5&oq=Kwal&gs_lp=Egdnd3Mtd2l6IgRLd2FsMgsQLhiABBjHARivATIEEAAYAzILEAAYgAQYsQMYgwEyCBAAGIAEGLEDMgQQABgDMgUQABiABDILEAAYgAQYsQMYgwEyCxAuGIAEGMcBGK8BMgsQABiABBixAxiDATIFEAAYgARIuARQgwJYgwJwAXgAkAEAmAFboAFbqgEBMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=597840864&q=Kwal&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjrienKhvGDAxWQhv0HHbihDSEQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,"5, 6 (klokhuis 3,4)",Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",2 x Kennisvenster: PWN Waterinlaat “De Kwal” en Kwallen; Bij Video’s (na 2) staan Schooltv en Klokhuis gelinkt,Eén woord,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
filters,Done,https://www.google.nl/search?q=filters&sca_esv=597851563&source=hp&ei=9X-hZYraBqyX9u8Pudy8wA8&iflsig=ANes7DEAAAAAZaGOBTIRk1V2P84y7uO-G4qWelwABj7M&ved=0ahUKEwjKqOfVuNiDAxWsi_0HHTkuD_gQ4dUDCAw&uact=5&oq=filters&gs_lp=Egdnd3Mtd2l6IgdmaWx0ZXJzMg0QABiABBiKBRhDGLEDMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDILEC4YgAQYxwEYrwEyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESI8DUABYAHAAeACQAQCYAUugAUuqAQExuAEDyAEA-AEC-AEB&sclient=gws-wiz,https://www.google.nl/search?sca_esv=597851563&q=filters&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiuoMfshvGDAxVdg_0HHRmWBysQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (midden)",,Eén woord,,Fun/Vrije tijd/Media,9,,Yes,(Bijna) alleen shops op de query,,,"July 18, 2023 7:47 PM",,,
het groot Barrierif,Done,https://www.google.nl/search?q=het+groot+Barrierif&sca_esv=595105071&source=hp&ei=CyuUZer3OMGH9u8Pi4GT4AE&iflsig=AO6bgOgAAAAAZZQ5GxXJouiOC4-o1TawT0bdVUc01KVy&ved=0ahUKEwiqqdvugb-DAxXBg_0HHYvABBwQ4dUDCAw&uact=5&oq=het+groot+Barrierif&gs_lp=Egdnd3Mtd2l6IhNoZXQgZ3Jvb3QgQmFycmllcmlmMgcQLhiABBgNMgYQABgWGB5IjwZQtANYtANwAXgAkAEAmAFZoAFZqgEBMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=595105071&q=het+groot+Barri%C3%A8rerif&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiO2ZaAh_GDAxVU7rsIHVOBB3MQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Ja uitgebreid,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Resultaten voor",Resultaten voor https://www.google.nl/search?sca_esv=595105071&q=het+groot+Barri%C3%A8rerif&spell=1&sa=X&ved=2ahUKEwil0aWWgr-DAxV79gIHHfUQD_QQkeECKAB6BAgIEAIhttps://www.google.nl/search?sca_esv=595105071&q=het+groot+Barri%C3%A8rerif&spell=1&sa=X&ved=2ahUKEwil0aWWgr-DAxV79gIHHfUQD_QQkeECKAB6BAgIEAI ; Bij Video’s (na 4) staan Schooltv en Karrewiet,Named entity,Spelfout(en),Aardrijkskunde,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
kangoeroe,Done,https://www.google.nl/search?q=kangoeroe&sca_esv=597865028&source=hp&ei=FYWhZc_xG4enkdUPleK7iA4&iflsig=ANes7DEAAAAAZaGTJQzBX6NueBCLLPem6JTbwabKBbeB&ved=0ahUKEwiP0MrHvdiDAxWHU6QEHRXxDuEQ4dUDCAw&uact=5&oq=kangoeroe&gs_lp=Egdnd3Mtd2l6IglrYW5nb2Vyb2UyCxAuGNQCGLEDGIAEMgsQABiABBixAxiDATIIEAAYgAQYsQMyBRAAGIAEMgUQABiABDILEAAYgAQYsQMYgwEyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESNoIUPoFWPoFcAF4AJABAJgBPqABPqoBATG4AQPIAQD4AQL4AQGoAgA&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=597865028&q=kangoeroe&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiApIehh_GDAxV2iv0HHaoGAOcQ0pQJegQIERAB&biw=1468&bih=1328&dpr=2,1 (JJ 9),Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 2) staan drie video’s van Schooltv gelinkt,Eén woord,,Natuur/Biologie,7,,Yes,,,,"July 18, 2023 7:47 PM",,,
maanstonden,Done,https://www.google.nl/search?q=maanstonden&sca_esv=597880846&source=hp&ei=nKGhZZnqEcXf7_UP1tOU-As&iflsig=ANes7DEAAAAAZaGvrFS9my-bwzbJUu6htZUilgHMeC6f&ved=0ahUKEwiZqOzh2NiDAxXF77sIHdYpBb8Q4dUDCAw&uact=5&oq=maanstonden&gs_lp=Egdnd3Mtd2l6IgttYWFuc3RvbmRlbjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCjIHEAAYgAQYCkiKBVDBAljBAnABeACQAQCYAUGgAUGqAQExuAEDyAEA-AEC-AEBqAIKwgIKEAAYAxiPARjqAsICChAuGAMYjwEY6gI&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=597880846&q=maandstonden&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjQh7y7h_GDAxUb1QIHHdteAKcQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,- (JJ 8),Nee,Nee,Meer om te vragen (top),Resultaten voor maandstonden,Eén woord,,Natuur/Biologie,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
sloot,Done,https://www.google.nl/search?q=sloot&sca_esv=597880846&source=hp&ei=waahZZOoIc_Wi-gPmsysyAU&iflsig=ANes7DEAAAAAZaG00UUtFS7uq0iR1FAm5Rf4DfcNbCUW&ved=0ahUKEwjTjPvV3diDAxVP6wIHHRomC1kQ4dUDCAw&uact=5&oq=sloot&gs_lp=Egdnd3Mtd2l6IgVzbG9vdDIFEC4YgAQyCBAAGIAEGLEDMgUQABiABDILEC4YgAQYxwEYrwEyBRAAGIAEMgUQABiABDIFEAAYgAQyCxAuGIAEGMcBGK8BMgUQABiABDIOEC4YgAQYxwEYrwEYjgVI_QVQhgNYhgNwAXgAkAEAmAFdoAFdqgEBMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?sca_esv=597880846&q=sloot&tbm=vid&source=lnms&sa=X&ved=2ahUKEwi3tsrPh_GDAxVr0AIHHWW9BUkQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), X(Twitter)- account ...",Nieuw: X (Twitter),Eén woord,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
hoe wordt oppervlaktewater gezuiverd?,Done,https://www.google.nl/search?q=hoe+wordt+oppervlaktewater+gezuiverd%3F&sca_esv=596495099&source=hp&ei=UL2bZdjSBruF9u8P28qOiAQ&iflsig=AO6bgOgAAAAAZZvLYOmTKpjNUpchhGCcS1VsgjyCN1gM&ved=0ahUKEwjYur6rus2DAxW7gv0HHVulA0EQ4dUDCAw&uact=5&oq=hoe+wordt+oppervlaktewater+gezuiverd%3F&gs_lp=Egdnd3Mtd2l6IiVob2Ugd29yZHQgb3BwZXJ2bGFrdGV3YXRlciBnZXp1aXZlcmQ_MgYQABgWGB5IkQ9Q-wNY-wNwAXgAkAEAmAFFoAFFqgEBMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596495099&q=hoe+wordt+oppervlaktewater+gezuiverd%3F&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjHtabnh_GDAxVr0AIHHWW9BUkQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,"8, 10",Nee,Ja,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 2) staan Schooltv en Universiteit van NL gelinkt,Vragen,,Techniek,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
spiere,Done,https://www.google.nl/search?q=spiere&sca_esv=590909283&source=hp&ei=MiR7Zd6aGZCYi-gPvvWR2AM&iflsig=AO6bgOgAAAAAZXsyQpY5gliIfb8sPxUj4dCcgipsibMC&ved=0ahUKEwje-8joo4-DAxUQzAIHHb56BDsQ4dUDCAw&uact=5&oq=spiere&gs_lp=Egdnd3Mtd2l6IgZzcGllcmUyBRAAGIAEMgsQABiABBixAxiDATIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESOsIUIoDWIoDcAB4AJABAJgBYaABlwGqAQEyuAEDyAEA-AEC-AEBqAIKwgIKEAAYAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=590909283&q=spiere&tbm=vid&source=lnms&sa=X&ved=2ahUKEwj3hZiAiPGDAxXs1AIHHQKFDioQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10)",,Eén woord,School/Woonplaats,Natuur/Biologie,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
ik wil iemand een bericht steuren,Done,https://www.google.nl/search?q=ik+wil+iemand+een+bericht+steuren&sca_esv=597903993&ei=AGKiZYCDFKiF9u8P9deY0Ao&ved=0ahUKEwiAg4afkNqDAxWogv0HHfUrBqoQ4dUDCBA&uact=5&oq=ik+wil+iemand+een+bericht+steuren&gs_lp=Egxnd3Mtd2l6LXNlcnAiIWlrIHdpbCBpZW1hbmQgZWVuIGJlcmljaHQgc3RldXJlbjIHECEYChigATIFECEYnwUyBRAhGJ8FMgUQIRifBTIFECEYnwUyBRAhGJ8FMgUQIRifBTIFECEYnwUyBRAhGJ8FMgUQIRifBUjvCFC3BVi3BXABeACQAQCYAaoBoAGqAaoBAzAuMbgBA8gBAPgBAvgBAcICExAAGIAEGIoFGEMYsQMYgwEYsAPCAg0QABiABBiKBRhDGLADwgIIEAAYgAQYsAPCAgoQABiABBiwAxgKwgITEC4YgAQYigUYQxjIAxiwA9gBAcICDhAuGIAEGMgDGLAD2AEBwgITEC4YgAQY1AIYyAMYsAMYCtgBAcICEBAuGIAEGMgDGLADGArYAQHCAhQQLhiABBjHARivARjIAxiwA9gBAeIDBBgBIEGIBgGQBhO6BgYIARABGAg&sclient=gws-wiz-serp,https://www.google.nl/search?sca_esv=597903993&q=ik+wil+iemand+een+bericht+sturen&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiC3b6diPGDAxWT-AIHHRzvA0QQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,-,Nee,Ja,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",Resultaten voor ik wil iemand een bericht sturen,2 of meer woorden,Spelfout(en),"Fun/Vrije tijd/Media, Navigational",9,,Yes,,,,"July 18, 2023 7:47 PM",,,
brucht,Not started,,,,,,,,Eén woord,Spelfout(en),Geschiedenis,7,,No,,,,"July 18, 2023 7:47 PM",,,
kerstmis,Done,https://www.google.nl/search?q=kerstmis&sca_esv=598117434&source=hp&ei=UHKiZbfHILTui-gP2I208AU&iflsig=ANes7DEAAAAAZaKAYMuJmjivX28GznkETWWJJrQ5T8QB&ved=0ahUKEwi3r7Xmn9qDAxU09wIHHdgGDV4Q4dUDCAw&uact=5&oq=kerstmis&gs_lp=Egdnd3Mtd2l6IghrZXJzdG1pczIIEAAYgAQYsQMyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMggQLhiABBjUAjIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARIm4EqUKwDWKwDcAJ4AJABAJgBRKABRKoBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=598117434&q=kerstmis&tbm=vid&source=lnms&sa=X&ved=2ahUKEwihgPe3otqDAxU98rsIHfquCvUQ0pQJegQICxAB,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 1) staan Schooltv (en Bing?) gelinkt,Eén woord,,Maatschappij,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
otter kenmerken,Done,https://www.google.nl/search?q=otter+kenmerken&sca_esv=598117434&source=hp&ei=S2miZY909v3v9Q-Wh6HQAg&iflsig=ANes7DEAAAAAZaJ3W1mATAT38wl80ds6F3WfdbIWoe6G&ved=0ahUKEwjPxZOZl9qDAxX2_rsIHZZDCCoQ4dUDCAw&uact=5&oq=otter+kenmerken&gs_lp=Egdnd3Mtd2l6Ig9vdHRlciBrZW5tZXJrZW4yBRAAGIAEMggQABgWGB4YDzIIEAAYFhgeGA9IqiJQggNYggNwAngAkAEAmAFPoAFPqgEBMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.com/search?sca_esv=598117434&rlz=1C5CHFA_enNL1081NL1081&q=kenmerken+otter&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiIj4zcoNqDAxXvhP0HHQ2ZBwMQ0pQJegQICxAB&biw=1163&bih=1087,"2, 6 (JJ 1)",Nee,Ja,,,2 of meer woorden,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
video van paarden,Done,https://www.google.nl/search?q=video+van+paarden&sca_esv=598140917&source=hp&ei=-YSiZaD_IbeP9u8PuveG8Ac&iflsig=ANes7DEAAAAAZaKTCSPPfAu_u_N8cvkLV1erQBe7xcll&ved=0ahUKEwjg36PMsdqDAxW3h_0HHbq7AX4Q4dUDCAw&uact=5&oq=video+van+paarden&gs_lp=Egdnd3Mtd2l6IhF2aWRlbyB2YW4gcGFhcmRlbjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjnEFAAWABwAHgAkAEAmAFEoAFEqgEBMbgBA8gBAPgBAvgBAQ&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=598140917&q=video+van+paarden&tbm=vid&source=lnms&sa=X&ved=2ahUKEwi7lavXsdqDAxWf_rsIHaW6ABQQ0pQJegQIDBAB&biw=1163&bih=1087&dpr=1,-,Nee,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10)",1 dubbele (van Hoefwijzer),2 of meer woorden,,Natuur/Biologie,8,,Yes,,,,"July 18, 2023 7:47 PM",,,
onstaan spijkerbroek,Done,https://www.google.nl/search?q=onstaan+spijkerbroek&sca_esv=598151369&source=hp&ei=qY-iZZW7JueN9u8PzumpqAE&iflsig=ANes7DEAAAAAZaKduUvC3XPaO9nVm1-BK6oZANbiRhw5&ved=0ahUKEwjVs_jku9qDAxXnhv0HHc50ChUQ4dUDCAw&uact=5&oq=onstaan+spijkerbroek&gs_lp=Egdnd3Mtd2l6IhRvbnN0YWFuIHNwaWprZXJicm9lazIHEAAYgAQYDTIGEAAYFhgeMggQABgWGB4YDzIIEAAYFhgeGA8yCBAAGAgYHhgNMgoQABgIGB4YDRgPSNoLUI4CWI4CcAB4AJABAJgBZqABrgGqAQMxLjG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=598151369&q=ontstaan+spijkerbroek&tbm=vid&source=lnms&sa=X&ved=2ahUKEwivq_7vu9qDAxVVg_0HHWv4C4AQ0pQJegQICRAB,"8 (CH 1, 5;  klokhuis 2; WW 3; SS 9)",Nee,Ja,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Resultaten voor https://www.google.nl/search?sca_esv=598151369&q=ontstaan+spijkerbroek&spell=1&sa=X&ved=2ahUKEwivq_7vu9qDAxVVg_0HHWv4C4AQkeECKAB6BAgIEAIhttps://www.google.nl/search?sca_esv=598151369&q=ontstaan+spijkerbroek&spell=1&sa=X&ved=2ahUKEwivq_7vu9qDAxVVg_0HHWv4C4AQkeECKAB6BAgIEAI ;  Bij Video’s (na 6) staan Schooltv en Universiteit van NL gelinkt,2 of meer woorden,Spelfout(en),Geschiedenis,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
Ongewervelde dieren,Done,https://www.google.nl/search?q=Ongewervelde+dieren&sca_esv=598160927&source=hp&ei=h56iZbu7HLyAi-gP5pe_4Ao&iflsig=ANes7DEAAAAAZaKsl54l3B6ONISBZ8eT6t-yE-GzPDuK&ved=0ahUKEwj7mtr7ydqDAxU8wAIHHebLD6wQ4dUDCAw&uact=5&oq=Ongewervelde+dieren&gs_lp=Egdnd3Mtd2l6IhNPbmdld2VydmVsZGUgZGllcmVuMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEiWA1AAWABwAHgAkAEAmAG1AaABtQGqAQMwLjG4AQPIAQD4AQL4AQE&sclient=gws-wiz,https://www.google.nl/search?sca_esv=598160927&q=Ongewervelde+dieren&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiDyfa-ifGDAxX3gf0HHT1XBnEQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,"-  (KC 2, 6, 7)",Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (midden), Video's",Bij Video’s (na 4) staan 3 VO video’s gelinkt,Named entity,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
azerty,Done,https://www.google.nl/search?q=azerty&sca_esv=598151369&source=hp&ei=Y5WiZbCXMqidi-gPmp2miAw&iflsig=ANes7DEAAAAAZaKjc85nNDpiqaKnRYVIEQ3MqwKyl7V4&ved=0ahUKEwjw1ImgwdqDAxWozgIHHZqOCcEQ4dUDCAw&uact=5&oq=azerty&gs_lp=Egdnd3Mtd2l6IgZhemVydHkyCBAAGIAEGLEDMggQABiABBixAzIREC4YgwEYrwEYxwEYsQMYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESPACUABYAHAAeACQAQCYAVegAVeqAQExuAEDyAEA-AEC-AEB&sclient=gws-wiz,https://www.google.nl/search?sca_esv=598151369&q=azerty&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiXku3oifGDAxVWzwIHHRdgCkYQ0pQJegQIHRAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (midden), Plaatsen, Resultaten voor, X(Twitter)- account ...",,Named entity,,"Algemeen, Techniek",10,,Yes,,,,"July 18, 2023 7:47 PM",,,
hommels,Done,https://www.google.nl/search?q=hommels&sca_esv=598169731&source=hp&ei=ZKmiZYCrHp-Bi-gP-qWcmAM&iflsig=ANes7DEAAAAAZaK3dGSslJOohYrzVfR-gkdbbdw1wGpt&ved=0ahUKEwiA7eap1NqDAxWfwAIHHfoSBzMQ4dUDCAw&uact=5&oq=hommels&gs_lp=Egdnd3Mtd2l6Igdob21tZWxzMgUQLhiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEigBVCmAlimAnAAeACQAQCYAbwBoAGsAqoBAzAuMrgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=598169731&q=hommels&tbm=vid&source=lnms&sa=X&ved=2ahUKEwi9sNK219qDAxV1gP0HHUziAmIQ0pQJegQICxAB,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)","Hommels 1: ongediertebestrijding, Hommels 2: insecten",Eén woord,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
stoomschip,Done,https://www.google.com/search?q=stoomschip&rlz=1C5CHFA_enNL1081NL1081&oq=stoomschip&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIQCAcQLhivARjHARiABBiOBTIHCAgQABiABDINCAkQLhivARjHARiABNIBBzc3NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8#ip=1,https://www.google.com/search?sca_esv=598359895&rlz=1C5CHFA_enNL1081NL1081&tbm=vid&q=stoomschip&sa=X&ved=2ahUKEwiKgKuj5tyDAxVH-AIHHeUnDuAQ8ccDegQIShAG,"5 ",Ja,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Video's",Kennisvenster: Stoomboot; Bij Video’s (na 1) staat oa Schooltv en gelinkt,Eén woord,,Geschiedenis,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
De gouverneur van limburg,Done,https://www.google.nl/search?q=De+gouverneur+van+limburg&sca_esv=598369466&source=hp&ei=Xs2jZbfoL4ap9u8Pi8ar2Aw&iflsig=ANes7DEAAAAAZaPbbjvOmnTb7-CB5fXl8gpeK2E-xuL_&ved=0ahUKEwi3j87j6tyDAxWGlP0HHQvjCssQ4dUDCAw&uact=5&oq=De+gouverneur+van+limburg&gs_lp=Egdnd3Mtd2l6IhlEZSBnb3V2ZXJuZXVyIHZhbiBsaW1idXJnMgUQABiABDIGEAAYFhgeMgYQABgWGB4yAhAmMgIQJjICECZI9ANQAFgAcAB4AJABAJgBR6ABR6oBATG4AQPIAQD4AQL4AQE&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=598369466&q=De+gouverneur+van+limburg&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiDqsTk6tyDAxXshP0HHWsdB1cQ0pQJegQICBAB,-,Nee,Ja,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,2 of meer woorden,,Maatschappij,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
wat is en ligboxstal,Done,https://www.google.nl/search?q=wat+is+en+ligboxstal&sca_esv=598369466&source=hp&ei=WNCjZf7jI_fq7_UPmoy-qAI&iflsig=ANes7DEAAAAAZaPeaDsHxn1GYTFthPIok_qVLjzjv9Gt&ved=0ahUKEwj-7-7O7dyDAxV39bsIHRqGDyUQ4dUDCAw&uact=5&oq=wat+is+en+ligboxstal&gs_lp=Egdnd3Mtd2l6IhR3YXQgaXMgZW4gbGlnYm94c3RhbDIHEAAYgAQYDUjSAlAAWABwAHgAkAEAmAFwoAFwqgEDMC4xuAEDyAEA-AEC-AEB&sclient=gws-wiz,https://www.google.nl/search?sca_esv=598369466&q=wat+is+een+ligboxenstal&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjIr4vY7dyDAxWv8rsIHfQFDdEQ0pQJegQICRAB&biw=1237&bih=1087,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",Resultaten voor https://www.google.nl/search?sca_esv=598369466&q=wat+is+een+ligboxenstal&spell=1&sa=X&ved=2ahUKEwjIr4vY7dyDAxWv8rsIHfQFDdEQkeECKAB6BAgNEAIhttps://www.google.nl/search?sca_esv=598369466&q=wat+is+een+ligboxenstal&spell=1&sa=X&ved=2ahUKEwjIr4vY7dyDAxWv8rsIHfQFDdEQkeECKAB6BAgNEAIhttps://www.google.nl/search?sca_esv=598369466&q=wat+is+een+ligboxenstal&spell=1&sa=X&ved=2ahUKEwjIr4vY7dyDAxWv8rsIHfQFDdEQkeECKAB6BAgNEAIhttps://www.google.nl/search?sca_esv=598369466&q=wat+is+een+ligboxenstal&spell=1&sa=X&ved=2ahUKEwjIr4vY7dyDAxWv8rsIHfQFDdEQkeECKAB6BAgNEAI; Kennisvenster: Ligboxenstal,Vragen,Spelfout(en),"Maatschappij, Sport",9,,Yes,,,,"July 18, 2023 7:47 PM",,,
wo,Not started,,,,,,,,Named entity,,"Algemeen, Geschiedenis",8,,No,,,,"July 18, 2023 7:47 PM",,,
HET KSKKELEKZ,Not started,,,,,,,,Eén woord,Spelfout(en),"Natuur/Biologie, Non-query",7,,No,,,,"July 18, 2023 7:47 PM",,,
geld,Done,https://www.google.nl/search?q=geld&sca_esv=598588983&source=hp&ei=XUOlZeqxDOGui-gPoJmBsAc&iflsig=ANes7DEAAAAAZaVRbelKX638UoY9rdKB98-Hd-RNisEb&ved=0ahUKEwiq1JO5z9-DAxVh1wIHHaBMAHYQ4dUDCA8&uact=5&oq=geld&gs_lp=Egdnd3Mtd2l6IgRnZWxkMhEQLhivARjHARixAxiABBiOBTILEAAYgAQYsQMYyQMyCxAAGIAEGLEDGIMBMgsQABiABBiKBRiSAzILEAAYgAQYigUYkgMyBRAAGIAEMgsQABiABBixAxiDATIIEAAYgAQYsQMyCBAAGIAEGLEDMgsQLhiABBjHARivAUjkB1CyAliyAnABeACQAQCYAU-gAU-qAQExuAEDyAEA-AEC-AEBqAIKwgIKEC4YAxiPARjqAsICChAAGAMYjwEY6gI&sclient=gws-wiz,https://www.google.nl/search?sca_esv=598588983&q=geld&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjy1pnBivGDAxUiU0EAHTOsBvkQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,- (klokhuis 9),Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Lokaal nieuws, Meer om te vragen (midden), Voorpaginanieuws","Merkwaardig, eerste paar video resultaten zijn geen videos - en http://geld.nl domineert",Eén woord,,Maatschappij,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
05-okt,Not started,,,,,,,,Unfinished,,Non-query,10,,No,,,,"July 18, 2023 7:47 PM",,,
hgrvyhoy,Not started,,,,,,,,Unfinished,Spelfout(en),Non-query,8,,No,,,,"July 18, 2023 7:47 PM",,,
YouTube,Not started,,,,,,,,Named entity,,Navigational,7,,No,,,,"July 18, 2023 7:47 PM",,,
ROMAISASE AANOUZ,Not started,,,,,,,,Named entity,Spelfout(en),Non-query,9,,No,,,,"July 18, 2023 7:47 PM",,,
Marie,Not started,,,,,,,,Named entity,Persoonsnaam,"Fun/Vrije tijd/Media, Non-query",10,,No,,,,"July 18, 2023 7:47 PM",,,
